İlan Numarası,İlan Güncelleme Tarihi,İlçe,Mahalle,Kategorisi,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,İlan Oluşturma Tarihi,Türü,Tipi,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,Banyo Sayısı,Fiyat,Krediye Uygunluk,Balkon Durumu,Yatırıma Uygunluk,Site İçerisinde,Eşya Durumu,Takas,WC Sayısı
16077378,14 Ekim 2024,Muratpaşa Satılık Daire,Güzeloba Mahallesi Satılık Daire,Satılık,80 m²,2+1,Bahçe Katı,Klimalı,13 Ekim 2024,Konut,Klimalı,85 m²,5-10,2,Kiracı Oturuyor,1,"5,750,000",Krediye Uygun,,Bilinmiyor,Hayır,Eşyalı,Yok,
16076852,13 Ekim 2024,Kepez Satılık Daire,Çankaya Mahallesi Satılık Daire,Satılık,112 m²,3+1,3.Kat,Kombi Doğalgaz,13 Ekim 2024,Konut,Kombi Doğalgaz,130 m²,0 (Yeni),6,Boş,2,"6,400,000",Krediye Uygun Değil,,Bilinmiyor,Evet,Boş,Var,
16078954,14 Ekim 2024,Konyaaltı Satılık Daire,Molla Yusuf Mahallesi Satılık Daire,Satılık,150 m²,4+1,8.Kat,Kombi Doğalgaz,13 Ekim 2024,Konut,Kombi Doğalgaz,160 m²,4,8,Mülk Sahibi Oturuyor,2,"12,000,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Var,
16078917,13 Ekim 2024,Konyaaltı Satılık Daire,Siteler Mahallesi Satılık Daire,Satılık,90 m²,2+1,2.Kat,Isıtma Yok,13 Ekim 2024,Konut,Isıtma Yok,110 m²,11-15,10,Mülk Sahibi Oturuyor,1,"5,750,000",Krediye Uygun,,Bilinmiyor,Evet,Boş,Var,
16077386,14 Ekim 2024,Muratpaşa Satılık Daire,Güzeloba Mahallesi Satılık Daire,Satılık,50 m²,1+1,Bahçe Katı,Klimalı,13 Ekim 2024,Konut,Klimalı,60 m²,1,2,Kiracı Oturuyor,1,"3,250,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
16075445,13 Ekim 2024,Alanya Satılık Daire,Saray Mahallesi Satılık Daire,Satılık,120 m²,3+1,1.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,140 m²,21 Ve Üzeri,3,Mülk Sahibi Oturuyor,1,"5,130,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,Eşyalı,Yok,
16078927,13 Ekim 2024,Kepez Satılık Daire,Habibler Mahallesi Satılık Daire,Satılık,135 m²,3+1,3.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,145 m²,11-15,3,Kiracı Oturuyor,1,"2,950,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16080094,13 Ekim 2024,Manavgat Satılık Daire,Ilıca Mahallesi Satılık Daire,Satılık,150 m²,3+1,3.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,165 m²,5-10,3,Kiracı Oturuyor,2,"4,250,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16072108,13 Ekim 2024,Kepez Satılık Daire,Kepez Mahallesi Satılık Daire,Satılık,136 m²,3+1,1.Kat,Merkezi (Pay Ölçer),13 Ekim 2024,Konut,Merkezi (Pay Ölçer),146 m²,1,11,Kiracı Oturuyor,2,"12,000,000",Krediye Uygun Değil,,Bilinmiyor,Evet,Boş,Var,
16072110,13 Ekim 2024,Kepez Satılık Daire,Kütükçü Mahallesi Satılık Daire,Satılık,190 m²,5+1,3.Kat,Kombi Doğalgaz,13 Ekim 2024,Konut,Kombi Doğalgaz,210 m²,5-10,3,Boş,2,"3,900,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16072051,13 Ekim 2024,Kepez Satılık Daire,Kepez Mahallesi Satılık Daire,Satılık,108 m²,3+1,8.Kat,Merkezi (Pay Ölçer),13 Ekim 2024,Konut,Merkezi (Pay Ölçer),118 m²,0 (Yeni),8,Boş,2,"3,890,000",Krediye Uygun Değil,,Bilinmiyor,Evet,Boş,Yok,
16072116,13 Ekim 2024,Muratpaşa Satılık Daire,Çağlayan Mahallesi Satılık Daire,Satılık,340 m²,5+2,8.Kat,Kombi Doğalgaz,13 Ekim 2024,Konut,Kombi Doğalgaz,380 m²,16-20,8,Mülk Sahibi Oturuyor,5,"50,000,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16072522,13 Ekim 2024,Muratpaşa Satılık Daire,Sinan Mahallesi Satılık Daire,Satılık,40 m²,1+1,Yüksek Giriş,Klimalı,13 Ekim 2024,Konut,Klimalı,45 m²,0 (Yeni),5,Boş,1,"2,800,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
16072527,13 Ekim 2024,Kepez Satılık Daire,Karşıyaka Mahallesi Satılık Daire,Satılık,105 m²,2+1,2.Kat,Kombi Doğalgaz,13 Ekim 2024,Konut,Kombi Doğalgaz,110 m²,11-15,3,Boş,1,"2,850,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16072478,13 Ekim 2024,Manavgat Satılık Villa,Sorgun Mahallesi Satılık Villa,Satılık,150 m²,3+1,,Yerden Isıtma,13 Ekim 2024,Konut,Villa,250 m²,0 (Yeni),2,Boş,3,"16,875,000",Krediye Uygun Değil,,Bilinmiyor,Evet,Boş,Yok,
16072048,13 Ekim 2024,Kepez Satılık Daire,Santral Mahallesi Satılık Daire,Satılık,94 m²,2+1,8.Kat,Merkezi (Pay Ölçer),13 Ekim 2024,Konut,Merkezi (Pay Ölçer),106 m²,2,11,Boş,2,"3,600,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Var,
16072059,13 Ekim 2024,Kepez Satılık Daire,Kepez Mahallesi Satılık Daire,Satılık,136 m²,3+1,8.Kat,Merkezi (Pay Ölçer),13 Ekim 2024,Konut,Merkezi (Pay Ölçer),146 m²,0 (Yeni),11,Boş,2,"6,000,000",Krediye Uygun Değil,,Bilinmiyor,Evet,Boş,Yok,
16072066,13 Ekim 2024,Serik Satılık Villa,Kadriye Mahallesi Satılık Villa,Satılık,150 m²,4+1,,Klimalı,13 Ekim 2024,Konut,Villa,180 m²,0 (Yeni),3,Boş,3,"16,750,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,Boş,Yok,
16072078,13 Ekim 2024,Konyaaltı Satılık Daire,Gürsu Mahallesi Satılık Daire,Satılık,185 m²,4+1,6.Kat,Yerden Isıtma,13 Ekim 2024,Konut,Yerden Isıtma,220 m²,5-10,6,Boş,2,"36,000,000",Krediye Uygun Değil,,Bilinmiyor,Evet,Boş,Yok,
16072085,13 Ekim 2024,Kepez Satılık Daire,Santral Mahallesi Satılık Daire,Satılık,61 m²,1+1,5.Kat,Merkezi (Pay Ölçer),13 Ekim 2024,Konut,Merkezi (Pay Ölçer),72 m²,0 (Yeni),11,Boş,1,"2,550,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,Boş,Yok,
16072099,13 Ekim 2024,Kepez Satılık Daire,Kepez Mahallesi Satılık Daire,Satılık,37 m²,1+1,7.Kat,Merkezi (Pay Ölçer),13 Ekim 2024,Konut,Merkezi (Pay Ölçer),47 m²,0 (Yeni),11,Boş,1,"2,150,000",Krediye Uygun Değil,,Bilinmiyor,Evet,Boş,Yok,
16072104,13 Ekim 2024,Kepez Satılık Daire,Çankaya Mahallesi Satılık Daire,Satılık,115 m²,3+1,6.Kat,Kombi Doğalgaz,13 Ekim 2024,Konut,Kombi Doğalgaz,135 m²,5-10,6,Boş,1,"6,450,000",Krediye Uygun Değil,,Bilinmiyor,Evet,Boş,Yok,
16072071,13 Ekim 2024,Kepez Satılık Daire,Kepez Mahallesi Satılık Daire,Satılık,196 m²,4+1,8.Kat,Merkezi (Pay Ölçer),13 Ekim 2024,Konut,Merkezi (Pay Ölçer),206 m²,0 (Yeni),11,Boş,2,"11,000,000",Krediye Uygun Değil,,Bilinmiyor,Evet,Boş,Yok,
16072102,13 Ekim 2024,Kepez Satılık Villa,Duacı Mahallesi Satılık Villa,Satılık,167 m²,3+1,,Şömine,13 Ekim 2024,Konut,Villa,540 m²,11-15,2,Mülk Sahibi Oturuyor,2,"19,000,000",,,Bilinmiyor,Hayır,Boş,Var,
16073772,13 Ekim 2024,Serik Satılık Daire,Orta Mahallesi Satılık Daire,Satılık,179 m²,3+1,Yüksek Giriş,Kombi Doğalgaz,13 Ekim 2024,Konut,Kombi Doğalgaz,228 m²,5-10,7,Boş,2,"5,100,000",Krediye Uygun,,Bilinmiyor,Evet,Boş,Yok,
16073789,13 Ekim 2024,Serik Satılık Villa,Boğazkent Mahallesi Satılık Villa,Satılık,150 m²,2+1,,Isıtma Yok,13 Ekim 2024,Konut,Villa,170 m²,16-20,3,Boş,2,"5,850,000",Krediye Uygun Değil,,Bilinmiyor,Evet,Boş,Yok,
16074488,13 Ekim 2024,Alanya Satılık Daire,Güller Pınarı Mahallesi Satılık Daire,Satılık,80 m²,2+1,Yüksek Giriş,Klimalı,13 Ekim 2024,Konut,Klimalı,90 m²,21 Ve Üzeri,4,Kiracı Oturuyor,1,"2,950,000",Krediye Uygun,,Bilinmiyor,Hayır,Eşyalı,Var,
16074491,13 Ekim 2024,Alanya Satılık Daire,Güller Pınarı Mahallesi Satılık Daire,Satılık,90 m²,2+1,3.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,100 m²,21 Ve Üzeri,5,Kiracı Oturuyor,1,"3,900,000",Krediye Uygun,,Bilinmiyor,Hayır,,Var,
16073427,13 Ekim 2024,İbradı Satılık Müstakil Ev,Ormana Mahallesi Satılık Müstakil Ev,Satılık,180 m²,4+1,,Sobalı,13 Ekim 2024,Konut,Müstakil Ev,200 m²,21 Ve Üzeri,2,Boş,1,"7,500,000",,,Bilinmiyor,Hayır,Boş,Yok,
16073496,13 Ekim 2024,Muratpaşa Satılık Daire,Şirinyalı Mahallesi Satılık Daire,Satılık,160 m²,3+1,3.Kat,Yerden Isıtma,13 Ekim 2024,Konut,Yerden Isıtma,165 m²,21 Ve Üzeri,10,Boş,2,"6,500,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16075200,13 Ekim 2024,Kepez Satılık Daire,Yeni Doğan Mahallesi Satılık Daire,Satılık,135 m²,3+1,10.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,145 m²,21 Ve Üzeri,14,Boş,1,"3,550,000",Krediye Uygun,,Bilinmiyor,Evet,Boş,Yok,
16075203,13 Ekim 2024,Kepez Satılık Daire,Erenköy Mahallesi Satılık Daire,Satılık,70 m²,2+1,Yüksek Giriş,Klimalı,13 Ekim 2024,Konut,Klimalı,80 m²,0 (Yeni),3,Boş,1,"2,650,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16074932,13 Ekim 2024,Manavgat Satılık Daire,Ilıca Mahallesi Satılık Daire,Satılık,50 m²,Stüdyo,1.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,60 m²,0 (Yeni),2,Boş,1,"3,750,000",Krediye Uygun,,Bilinmiyor,Hayır,,Var,
16074908,13 Ekim 2024,Manavgat Satılık Daire,Ilıca Mahallesi Satılık Daire,Satılık,75 m²,3+1,Yüksek Giriş,Klimalı,13 Ekim 2024,Konut,Klimalı,85 m²,0 (Yeni),3,Boş,1,"3,990,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
16074885,13 Ekim 2024,Manavgat Satılık Daire,Kasaplar Mahallesi Satılık Daire,Satılık,180 m²,4+1,3.Kat,Sobalı,13 Ekim 2024,Konut,Sobalı,200 m²,0 (Yeni),3,Boş,2,"5,900,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
16074494,13 Ekim 2024,Alanya Satılık Daire,Cumhuriyet Mahallesi Satılık Daire,Satılık,75 m²,2+1,Bahçe Katı,Klimalı,13 Ekim 2024,Konut,Klimalı,85 m²,1,6,Boş,1,"2,600,000",Krediye Uygun,,Bilinmiyor,Hayır,,Var,
16073796,13 Ekim 2024,Serik Satılık Daire,Boğazkent Mahallesi Satılık Daire,Satılık,84 m²,2+1,2.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,88 m²,21 Ve Üzeri,2,Boş,1,"3,500,000",Krediye Uygun Değil,,Bilinmiyor,Evet,Boş,Yok,
16074974,13 Ekim 2024,Manavgat Satılık Daire,Sarılar Mahallesi Satılık Daire,Satılık,70 m²,2+1,Düz Giriş (Zemin),Klimalı,13 Ekim 2024,Konut,Klimalı,80 m²,4,4,Boş,1,"2,425,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
16080269,13 Ekim 2024,Serik Satılık Villa,Kadriye Mahallesi Satılık Villa,Satılık,340 m²,6+1,,Klimalı,13 Ekim 2024,Konut,Villa,350 m²,11-15,1,Boş,5,"38,000,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,,Yok,
16070634,13 Ekim 2024,Kepez Satılık Daire,Göksu Mahallesi Satılık Daire,Satılık,80 m²,2+1,5.Kat,Kombi Doğalgaz,13 Ekim 2024,Konut,Kombi Doğalgaz,95 m²,3,5,Mülk Sahibi Oturuyor,2,"4,350,000",Krediye Uygun Değil,,Bilinmiyor,Evet,Boş,Yok,
16070645,13 Ekim 2024,Kepez Satılık Daire,Yeni Doğan Mahallesi Satılık Daire,Satılık,160 m²,4+1,2.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,175 m²,11-15,3,Kiracı Oturuyor,2,"3,650,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,Boş,Yok,
16070647,13 Ekim 2024,Muratpaşa Satılık Daire,Fener Mahallesi Satılık Daire,Satılık,180 m²,3+1,2.Kat,Kombi Doğalgaz,13 Ekim 2024,Konut,Kombi Doğalgaz,210 m²,16-20,10,Boş,2,"14,000,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16070651,13 Ekim 2024,Muratpaşa Satılık Daire,Demircikara Mahallesi Satılık Daire,Satılık,130 m²,3+1,6.Kat,Kombi Doğalgaz,13 Ekim 2024,Konut,Kombi Doğalgaz,160 m²,21 Ve Üzeri,7,Mülk Sahibi Oturuyor,1,"6,450,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16070656,13 Ekim 2024,Kepez Satılık Daire,Kepez Mahallesi Satılık Daire,Satılık,59 m²,2+1,8.Kat,Merkezi (Pay Ölçer),13 Ekim 2024,Konut,Merkezi (Pay Ölçer),86 m²,0 (Yeni),11,Boş,1,"3,450,000",Krediye Uygun Değil,,Bilinmiyor,Evet,Boş,Yok,
16070986,13 Ekim 2024,Kaş Satılık Villa,Bayındır Mahallesi Satılık Villa,Satılık,120 m²,2+1,,Klimalı,13 Ekim 2024,Konut,Villa,140 m²,11-15,2,Mülk Sahibi Oturuyor,1,"6,000,000",Krediye Uygun Değil,,Bilinmiyor,Evet,Eşyalı,Yok,
16070994,13 Ekim 2024,Kaş Satılık Villa,Bezirgan Mahallesi Satılık Villa,Satılık,200 m²,2+1,,Klimalı,13 Ekim 2024,Konut,Villa,225 m²,3,2,Boş,3,"11,250,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,Eşyalı,Yok,
16071376,13 Ekim 2024,Konyaaltı Satılık Daire,Molla Yusuf Mahallesi Satılık Daire,Satılık,190 m²,3+1,1.Kat,Kombi Doğalgaz,13 Ekim 2024,Konut,Kombi Doğalgaz,220 m²,5-10,1,Boş,3,"14,500,000",Krediye Uygun,,Bilinmiyor,Evet,Boş,Yok,
16071378,13 Ekim 2024,Konyaaltı Satılık Daire,Kuşkavağı Mahallesi Satılık Daire,Satılık,150 m²,3+1,2.Kat,Merkezi (Pay Ölçer),13 Ekim 2024,Konut,Merkezi (Pay Ölçer),180 m²,5-10,9,Boş,2,"21,500,000",Krediye Uygun,,Bilinmiyor,Evet,Eşyalı,Var,
16071386,13 Ekim 2024,Konyaaltı Satılık Daire,Gürsu Mahallesi Satılık Daire,Satılık,160 m²,3+1,Bahçe Katı,Yerden Isıtma,13 Ekim 2024,Konut,Yerden Isıtma,170 m²,4,6,Boş,2,"23,500,000",Krediye Uygun,,Bilinmiyor,Evet,Boş,Yok,
16071397,13 Ekim 2024,Konyaaltı Satılık Daire,Liman Mahallesi Satılık Daire,Satılık,55 m²,1+1,4.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,70 m²,5-10,4,Boş,1,"9,950,000",Krediye Uygun,,Bilinmiyor,Evet,Eşyalı,Yok,
16071400,13 Ekim 2024,Konyaaltı Satılık Daire,Pınarbaşı Mahallesi Satılık Daire,Satılık,130 m²,3+1,Bahçe Katı,Yerden Isıtma,13 Ekim 2024,Konut,Yerden Isıtma,140 m²,5-10,7,Boş,2,"14,000,000",Krediye Uygun,,Bilinmiyor,Evet,Boş,Yok,
16071369,15 Ekim 2024,Konyaaltı Satılık Daire,Gürsu Mahallesi Satılık Daire,Satılık,190 m²,4+1,1.Kat,Kombi Doğalgaz,13 Ekim 2024,Konut,Kombi Doğalgaz,215 m²,11-15,4,Mülk Sahibi Oturuyor,2,"32,000,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16071606,13 Ekim 2024,Döşemealtı Satılık Daire,Yeniköy Mahallesi Satılık Daire,Satılık,90 m²,2+1,1.Kat,Kombi Doğalgaz,13 Ekim 2024,Konut,Kombi Doğalgaz,100 m²,0 (Yeni),5,Boş,2,"2,700,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Var,
16071605,13 Ekim 2024,Döşemealtı Satılık Daire,Yeniköy Mahallesi Satılık Daire,Satılık,85 m²,2+1,Düz Giriş (Zemin),Klimalı,13 Ekim 2024,Konut,Klimalı,90 m²,3,4,Kiracı Oturuyor,2,"2,650,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16071609,13 Ekim 2024,Döşemealtı Satılık Daire,Yeniköy Mahallesi Satılık Daire,Satılık,90 m²,2+1,3.Kat,Kombi Doğalgaz,13 Ekim 2024,Konut,Kombi Doğalgaz,100 m²,0 (Yeni),5,Boş,2,"2,800,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Var,
16071658,13 Ekim 2024,Elmalı Satılık Müstakil Ev,Camiatik Mahallesi Satılık Müstakil Ev,Satılık,212 m²,3+1,,Kat Kaloriferi,13 Ekim 2024,Konut,Müstakil Ev,1.112 m²,21 Ve Üzeri,2,Boş,2,"3,450,000",,,Bilinmiyor,Hayır,,Var,
16071611,13 Ekim 2024,Döşemealtı Satılık Daire,Bahçeyaka Mahallesi Satılık Daire,Satılık,50 m²,1+1,Yüksek Giriş,Klimalı,13 Ekim 2024,Konut,Klimalı,60 m²,0 (Yeni),2,Boş,1,"1,850,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16071728,13 Ekim 2024,Konyaaltı Satılık Daire,Uncalı Mahallesi Satılık Daire,Satılık,75 m²,2+1,Bahçe Katı,Kombi Doğalgaz,13 Ekim 2024,Konut,Kombi Doğalgaz,85 m²,11-15,9,Mülk Sahibi Oturuyor,1,"5,050,000",Krediye Uygun,,Bilinmiyor,Evet,Boş,Yok,
16071744,13 Ekim 2024,Konyaaltı Satılık Daire,Uncalı Mahallesi Satılık Daire,Satılık,140 m²,3+1,4.Kat,Kombi Doğalgaz,13 Ekim 2024,Konut,Kombi Doğalgaz,150 m²,11-15,8,Kiracı Oturuyor,2,"8,450,000",Krediye Uygun,,Bilinmiyor,Evet,Boş,Yok,
16072035,13 Ekim 2024,Kepez Satılık Daire,Kepez Mahallesi Satılık Daire,Satılık,96 m²,2+1,8.Kat,Merkezi (Pay Ölçer),13 Ekim 2024,Konut,Merkezi (Pay Ölçer),106 m²,0 (Yeni),11,Boş,2,"4,000,000",Krediye Uygun Değil,,Bilinmiyor,Evet,Boş,Var,
16071614,13 Ekim 2024,Döşemealtı Satılık Villa,Yeniköy Mahallesi Satılık Villa,Satılık,190 m²,5+2,,Kat Kaloriferi,13 Ekim 2024,Konut,Villa,200 m²,0 (Yeni),2,Boş,3,"12,000,000",,,Bilinmiyor,Hayır,Boş,Var,
16072039,13 Ekim 2024,Kepez Satılık Daire,Yeşiltepe Mahallesi Satılık Daire,Satılık,135 m²,3+1,4.Kat,Kombi Doğalgaz,13 Ekim 2024,Konut,Kombi Doğalgaz,145 m²,16-20,6,Mülk Sahibi Oturuyor,1,"4,599,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16072043,13 Ekim 2024,Kepez Satılık Daire,Santral Mahallesi Satılık Daire,Satılık,110 m²,3+1,9.Kat,Merkezi (Pay Ölçer),13 Ekim 2024,Konut,Merkezi (Pay Ölçer),118 m²,0 (Yeni),11,Boş,2,"3,980,000",Krediye Uygun Değil,,Bilinmiyor,Evet,Boş,Yok,
16071742,14 Ekim 2024,Konyaaltı Satılık Daire,Molla Yusuf Mahallesi Satılık Daire,Satılık,80 m²,2+1,9.Kat,Kombi Doğalgaz,13 Ekim 2024,Konut,Daire,95 m²,5-10,9,Boş,1,"5,350,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,Boş,Yok,
16072045,13 Ekim 2024,Kepez Satılık Daire,Kepez Mahallesi Satılık Daire,Satılık,76 m²,2+1,8.Kat,Merkezi (Pay Ölçer),13 Ekim 2024,Konut,Merkezi (Pay Ölçer),86 m²,0 (Yeni),11,Boş,1,"3,050,000",Krediye Uygun,,Bilinmiyor,Evet,Boş,Yok,
16080306,13 Ekim 2024,Muratpaşa Satılık Daire,Güzeloba Mahallesi Satılık Daire,Satılık,100 m²,2+1,2.Kat,Kombi Doğalgaz,13 Ekim 2024,Konut,Kombi Doğalgaz,110 m²,4,4,Mülk Sahibi Oturuyor,2,"12,000,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,,Yok,
16067231,13 Ekim 2024,Kepez Satılık Daire,Ayanoğlu Mahallesi Satılık Daire,Satılık,60 m²,2+1,Yüksek Giriş,Klimalı,13 Ekim 2024,Konut,Klimalı,75 m²,11-15,3,Mülk Sahibi Oturuyor,1,"2,000,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16067227,13 Ekim 2024,Kepez Satılık Daire,Aktoprak Mahallesi Satılık Daire,Satılık,55 m²,1+1,Yüksek Giriş,Klimalı,13 Ekim 2024,Konut,Klimalı,65 m²,0 (Yeni),3,Boş,1,"1,850,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16067688,13 Ekim 2024,Manavgat Satılık Daire,Sarılar Mahallesi Satılık Daire,Satılık,150 m²,3+1,1.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,170 m²,11-15,3,Kiracı Oturuyor,1,"5,500,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16067697,13 Ekim 2024,Manavgat Satılık Daire,Kavaklı Mahallesi Satılık Daire,Satılık,90 m²,2+1,3.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,100 m²,11-15,3,Kiracı Oturuyor,1,"2,850,000",Krediye Uygun,,Bilinmiyor,Hayır,,Var,
16067700,13 Ekim 2024,Manavgat Satılık Daire,Sarılar Mahallesi Satılık Daire,Satılık,150 m²,3+1,3.Kat,Sobalı,13 Ekim 2024,Konut,Sobalı,170 m²,11-15,3,Mülk Sahibi Oturuyor,1,"3,650,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Yok,
16067703,13 Ekim 2024,Manavgat Satılık Daire,Sarılar Mahallesi Satılık Daire,Satılık,190 m²,4+1,3.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,200 m²,2,3,Boş,2,"4,749,000",Krediye Uygun,,Bilinmiyor,Hayır,,Var,
16066940,13 Ekim 2024,Manavgat Satılık Daire,Aydınevler Mahallesi Satılık Daire,Satılık,150 m²,3+1,3.Kat,Yerden Isıtma,13 Ekim 2024,Konut,Yerden Isıtma,165 m²,0 (Yeni),5,Boş,2,"8,500,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Var,
16067879,13 Ekim 2024,Muratpaşa Satılık Daire,Konuksever Mahallesi Satılık Daire,Satılık,85 m²,2+1,Yüksek Giriş,Klimalı,13 Ekim 2024,Konut,Klimalı,90 m²,0 (Yeni),3,Boş,1,"2,290,000",Krediye Uygun,,Bilinmiyor,Hayır,,Var,
16067889,13 Ekim 2024,Kepez Satılık Daire,Fevzi Çakmak Mahallesi Satılık Daire,Satılık,85 m²,2+1,3.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,100 m²,5-10,3,Mülk Sahibi Oturuyor,1,"2,999,000",Krediye Uygun Değil,,Bilinmiyor,Hayır,,Yok,
16067894,13 Ekim 2024,Kepez Satılık Daire,Ayanoğlu Mahallesi Satılık Daire,Satılık,90 m²,2+1,Yüksek Giriş,Klimalı,13 Ekim 2024,Konut,Klimalı,100 m²,0 (Yeni),3,Boş,1,"2,150,000",Krediye Uygun,,Bilinmiyor,Hayır,,Var,
16067899,13 Ekim 2024,Muratpaşa Satılık Daire,Üçgen Mahallesi Satılık Daire,Satılık,145 m²,3+1,3.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,160 m²,16-20,4,Mülk Sahibi Oturuyor,1,"3,950,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
16070573,13 Ekim 2024,Alanya Satılık Daire,Payallar Mahallesi Satılık Daire,Satılık,50 m²,1+1,3.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,55 m²,0 (Yeni),7,Boş,1,"1,750,000",Krediye Uygun,,Bilinmiyor,Hayır,Boş,Var,
16067911,13 Ekim 2024,Kepez Satılık Daire,Varsak Karşıyaka Mahallesi Satılık Daire,Satılık,55 m²,1+1,2.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,65 m²,0 (Yeni),2,Boş,1,"2,000,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
16067903,13 Ekim 2024,Kepez Satılık Daire,Fevzi Çakmak Mahallesi Satılık Daire,Satılık,80 m²,2+1,1.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,100 m²,0 (Yeni),3,Boş,1,"2,380,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
16072028,13 Ekim 2024,Kepez Satılık Daire,Kepez Mahallesi Satılık Daire,Satılık,96 m²,2+1,Bahçe Katı,Merkezi (Pay Ölçer),13 Ekim 2024,Konut,Merkezi (Pay Ölçer),106 m²,0 (Yeni),12,Boş,2,"3,050,000",Krediye Uygun Değil,,Bilinmiyor,Evet,Boş,Yok,
16067913,13 Ekim 2024,Kepez Satılık Daire,Aktoprak Mahallesi Satılık Daire,Satılık,130 m²,3+1,1.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,140 m²,0 (Yeni),5,Boş,2,"3,500,000",Krediye Uygun,,Bilinmiyor,Hayır,,Var,
16067918,13 Ekim 2024,Muratpaşa Satılık Daire,Üçgen Mahallesi Satılık Daire,Satılık,145 m²,3+1,3.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,160 m²,16-20,4,Mülk Sahibi Oturuyor,1,"3,950,000",Krediye Uygun,,Bilinmiyor,Hayır,,Var,
16067884,13 Ekim 2024,Kepez Satılık Daire,Ayanoğlu Mahallesi Satılık Daire,Satılık,55 m²,1+1,1.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,75 m²,0 (Yeni),3,Boş,1,"1,950,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
16066487,13 Ekim 2024,Kepez Satılık Daire,Barış Mahallesi Satılık Daire,Satılık,160 m²,4+1,2.Kat,Klimalı,13 Ekim 2024,Konut,Klimalı,170 m²,5-10,3,Boş,2,"3,200,000",Krediye Uygun,,Bilinmiyor,Hayır,,Yok,
